Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1998,4.9,15.0,13,8.0,6.0,1.0,6.0,17.0,35.3,11.0,2.0,0.0,2.0,3,18.0,2.0,0.0,0,5,0,0.0,1.02,0.0,0.0,,28.5,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,10.0,2.04,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,130.0,157.0,82.8,1766.0,386.0,84.0,93.0,90.3,35.0,43.0,81.4,5.0,10.0,50.0,0,0.1,0.4,-0.1,2.0,13.0,2.0,0.0,8.0,8,5,441,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.03,0.08,0.05,0.08,148.0,9.0,5.0,4.0,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,204.0,4.0,47.0,101.0,57.0,5.0,204.0,5.0,10.0,50.0,15.0,8.0,143.0,15.0,0,4,12,2,13,0.0,0.0,0,22.0,3.0,4.0,42.9
Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,22.5,0.0,0.0,,22.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,19.0,19.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,3.0,1.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,34,1987,13.3,36.0,24,16.0,17.0,3.0,18.0,52.0,34.6,34.0,12.0,1.0,11.0,16,52.0,20.0,0.0,0,17,1,5.9,1.28,0.08,0.0,0.0,19.5,0.0,0,0,1.6,1.6,0.1,-1.6,-1.6,32.0,2.41,17.0,6.0,3.0,5.0,1.0,0.0,5.0,0.38,0.0,0.0,2.0,2.0,1.0,0.0,456.0,563.0,81.0,7826.0,2216.0,206.0,239.0,86.2,192.0,216.0,88.9,44.0,66.0,66.7,1,2.0,0.6,-1.0,14.0,38.0,3.0,1.0,31.0,30,12,1193,0,1,0,0.0,0.08,0.08,0.0,0.08,3.7,0.12,0.15,0.28,0.12,0.28,501.0,60.0,8.0,0.0,8.0,17,43.0,7.0,5.0,1.0,0.0,2.0,14.0,733.0,34.0,190.0,374.0,177.0,21.0,733.0,16.0,30.0,53.3,31.0,18.0,429.0,33.0,0,22,5,0,24,1.0,1.0,0,98.0,19.0,31.0,38.0
Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,26,1995,1.9,3.0,1,0.0,3.0,0.0,1.0,4.0,25.0,3.0,8.0,4.0,4.0,0,3.0,2.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,81.6,548.0,115.0,25.0,28.0,89.3,14.0,16.0,87.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,5,2,175,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,75.0,6.0,13.0,40.0,22.0,1.0,75.0,2.0,2.0,100.0,7.0,5.0,33.0,2.0,0,3,1,0,1,0.0,0.0,0,8.0,1.0,4.0,20.0
Etienne Capoue,fr FRA,MF,Villarreal,es La Liga,33,1988,25.4,44.0,26,18.0,23.0,3.0,15.0,28.0,53.6,13.0,17.0,5.0,12.0,35,79.0,51.0,0.0,1,14,5,35.7,0.55,0.2,0.07,0.2,19.9,0.0,0,0,0.8,0.8,0.06,0.2,0.2,32.0,1.26,21.0,0.0,5.0,3.0,1.0,2.0,6.0,0.24,4.0,0.0,1.0,1.0,0.0,0.0,1167.0,1330.0,87.7,19093.0,5195.0,567.0,616.0,92.0,476.0,522.0,91.2,86.0,124.0,69.4,1,0.7,2.1,0.3,5.0,131.0,10.0,1.0,87.0,30,26,2290,1,9,0,0.04,0.04,0.08,0.04,0.08,1.5,0.03,0.03,0.06,0.03,0.06,1287.0,37.0,33.0,7.0,12.0,5,4.0,0.0,0.0,0.0,0.0,6.0,12.0,1574.0,85.0,357.0,1005.0,236.0,15.0,1574.0,41.0,55.0,74.5,23.0,14.0,1125.0,25.0,0,44,44,0,26,0.0,0.0,0,135.0,52.0,24.0,68.4
Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,it Serie A,28,1993,30.4,43.0,25,10.0,22.0,11.0,17.0,51.0,33.3,34.0,32.0,0.0,32.0,4,47.0,7.0,0.0,12,65,26,40.0,2.14,0.85,0.15,0.38,18.8,4.0,2,2,8.1,6.5,0.1,3.9,3.5,141.0,4.63,92.0,19.0,9.0,9.0,9.0,3.0,20.0,0.66,16.0,1.0,2.0,1.0,0.0,0.0,960.0,1283.0,74.8,13655.0,3571.0,556.0,640.0,86.9,272.0,368.0,73.9,65.0,131.0,49.6,7,7.6,5.8,-0.6,63.0,57.0,61.0,5.0,95.0,35,33,2739,10,4,0,0.39,0.23,0.62,0.33,0.56,14.1,0.27,0.25,0.52,0.21,0.46,1155.0,116.0,19.0,12.0,7.0,108,12.0,72.0,32.0,17.0,0.0,12.0,35.0,1652.0,10.0,132.0,709.0,839.0,137.0,1650.0,65.0,119.0,54.6,93.0,54.0,1243.0,207.0,0,42,74,14,25,1.0,0.0,0,164.0,8.0,27.0,22.9
Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,1987,31.0,5.0,2,1.0,3.0,1.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,2,7.0,10.0,0.0,11,53,28,52.8,1.71,0.9,0.21,0.39,13.1,0.0,0,1,10.4,9.4,0.18,0.6,1.6,74.0,2.39,60.0,0.0,2.0,3.0,8.0,1.0,8.0,0.26,4.0,0.0,0.0,1.0,3.0,0.0,442.0,587.0,75.3,5859.0,765.0,264.0,338.0,78.1,131.0,162.0,80.9,16.0,27.0,59.3,3,3.8,2.5,-0.8,39.0,20.0,15.0,2.0,25.0,36,31,2790,11,0,0,0.35,0.1,0.45,0.35,0.45,13.2,0.33,0.12,0.46,0.3,0.43,536.0,51.0,1.0,0.0,7.0,12,0.0,1.0,1.0,0.0,0.0,0.0,13.0,781.0,11.0,53.0,359.0,374.0,138.0,781.0,13.0,27.0,48.1,57.0,16.0,618.0,194.0,0,23,38,36,2,3.0,0.0,0,61.0,24.0,33.0,42.1
Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,33,1987,1.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,0,0.0,2.31,0.0,0.0,,12.3,0.0,0,0,0.8,0.8,0.2,-0.8,-0.8,6.0,3.46,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.15,2.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,77.8,328.0,29.0,21.0,24.0,87.5,6.0,8.0,75.0,0.0,0.0,,1,0.4,0.6,0.6,3.0,0.0,2.0,0.0,2.0,2,2,156,0,1,0,0.0,0.58,0.58,0.0,0.58,1.2,0.46,0.24,0.7,0.46,0.7,33.0,3.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,22.0,21.0,9.0,45.0,0.0,1.0,0.0,2.0,2.0,38.0,11.0,0,0,3,0,0,0.0,0.0,0,2.0,2.0,1.0,66.7
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21,2000,25.9,73.0,40,29.0,36.0,8.0,30.0,80.0,37.5,50.0,38.0,10.0,28.0,43,116.0,26.0,2.0,0,15,2,13.3,0.58,0.08,0.0,0.0,22.3,0.0,0,0,1.0,1.0,0.06,-1.0,-1.0,63.0,2.43,53.0,5.0,3.0,1.0,1.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,1313.0,1548.0,84.8,20304.0,6564.0,694.0,779.0,89.1,473.0,527.0,89.8,85.0,122.0,69.7,0,2.1,2.4,-2.1,24.0,172.0,16.0,1.0,113.0,31,26,2335,0,5,0,0.0,0.0,0.0,0.0,0.0,3.0,0.04,0.08,0.12,0.04,0.12,1511.0,30.0,14.0,6.0,8.0,20,6.0,9.0,4.0,3.0,0.0,7.0,30.0,1841.0,58.0,378.0,1191.0,296.0,16.0,1841.0,37.0,58.0,63.8,50.0,26.0,1266.0,29.0,0,43,28,0,40,0.0,0.0,0,204.0,12.0,13.0,48.0
Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,53.0,24,33.0,16.0,4.0,19.0,42.0,45.2,23.0,42.0,15.0,27.0,27,80.0,87.0,0.0,0,10,1,10.0,0.41,0.04,0.0,0.0,13.1,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9,20.0,0.81,19.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,809.0,1078.0,75.0,14516.0,5604.0,342.0,388.0,88.1,379.0,464.0,81.7,78.0,179.0,43.6,0,0.1,0.5,-0.1,4.0,66.0,15.0,4.0,77.0,30,25,2215,0,6,0,0.0,0.0,0.0,0.0,0.0,1.1,0.04,0.01,0.04,0.04,0.04,1020.0,52.0,39.0,1.0,7.0,25,12.0,0.0,0.0,0.0,0.0,6.0,19.0,1343.0,143.0,587.0,634.0,134.0,14.0,1343.0,4.0,10.0,40.0,14.0,5.0,761.0,10.0,0,18,9,0,24,0.0,0.0,1,110.0,41.0,38.0,51.9
Isaac Carcelen,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,17.2,43.0,29,29.0,12.0,2.0,28.0,56.0,50.0,28.0,25.0,6.0,19.0,34,77.0,42.0,0.0,0,11,4,36.4,0.64,0.23,0.0,0.0,26.8,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,26.0,1.51,18.0,0.0,0.0,4.0,4.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,540.0,735.0,73.5,9096.0,3232.0,276.0,313.0,88.2,208.0,281.0,74.0,47.0,100.0,47.0,1,0.6,0.6,0.4,9.0,50.0,10.0,4.0,32.0,25,17,1544,0,2,0,0.0,0.06,0.06,0.0,0.06,1.1,0.03,0.03,0.06,0.03,0.06,585.0,149.0,19.0,2.0,6.0,49,125.0,5.0,1.0,4.0,0.0,1.0,19.0,943.0,61.0,333.0,414.0,207.0,13.0,943.0,11.0,24.0,45.8,28.0,14.0,437.0,17.0,0,23,25,1,29,0.0,0.0,0,114.0,15.0,18.0,45.5
Cardenas,es ESP,GK,Levante,es La Liga,24,1997,24.0,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,2.0,19.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,6.0,0.25,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,725.0,68.4,13104.0,9639.0,124.0,125.0,99.2,201.0,204.0,98.5,160.0,382.0,41.9,0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,24,24,2160,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,269.0,70.0,0.0,3.0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,800.0,706.0,793.0,8.0,0.0,0.0,800.0,0.0,0.0,,0.0,0.0,301.0,0.0,0,0,3,0,1,0.0,0.0,0,33.0,2.0,1.0,66.7
Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,23,1997,14.8,13.0,7,5.0,4.0,4.0,3.0,16.0,18.8,13.0,10.0,0.0,10.0,5,18.0,17.0,0.0,4,26,12,46.2,1.75,0.81,0.15,0.33,15.4,0.0,0,0,3.4,3.4,0.13,0.6,0.6,27.0,1.82,18.0,3.0,1.0,1.0,4.0,0.0,4.0,0.27,2.0,0.0,1.0,0.0,1.0,0.0,209.0,324.0,64.5,2936.0,715.0,129.0,167.0,77.2,52.0,72.0,72.2,14.0,45.0,31.1,2,2.1,1.6,-0.1,15.0,10.0,6.0,2.0,12.0,32,13,1334,4,2,0,0.27,0.13,0.4,0.27,0.4,5.5,0.23,0.14,0.37,0.23,0.37,295.0,27.0,3.0,0.0,3.0,21,7.0,0.0,0.0,0.0,0.0,2.0,10.0,491.0,21.0,76.0,207.0,217.0,62.0,491.0,12.0,33.0,36.4,44.0,19.0,332.0,79.0,0,16,14,10,7,0.0,0.0,0,55.0,13.0,19.0,40.6
